season,matchnumber,venue,dateandtime,winningteam,firstteam,secondteam,link
2011,MATCH 59,"Wankhede Stadium, Mumbai","MAY, SAT 14 , 8:00 pm IST",DECCAN CHARGERS WON BY 10 RUNS,"MI
125/8
(20 OV)","DEC
135/6
(20 OV )",https://www.iplt20.com/match/2011/10236
2011,MATCH 58,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 14 , 4:00 pm IST",RCB WON BY 4 WICKETS (D/L METHOD),"RCB
105/6
(12.3 OV)","KKR
89/4
(13 OV )",https://www.iplt20.com/match/2011/10235
2011,MATCH 57,"Holkar Cricket Stadium, Indore","MAY, FRI 13 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"KT
178/7
(20 OV)","PBKS
181/4
(18.5 OV )",https://www.iplt20.com/match/2011/10234
2011,MATCH 56,"M. A. Chidambaram Stadium, Chennai","MAY, THU 12 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 18 RUNS,"CSK
176/4
(20 OV)","DD
158/6
(20 OV )",https://www.iplt20.com/match/2011/10233
2011,MATCH 55,"Sawai Mansingh Stadium, Jaipur","MAY, WED 11 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,"RR
146/6
(20 OV)","RCB
151/1
(17 OV )",https://www.iplt20.com/match/2011/10232
2011,MATCH 54,"IS Bindra Stadium, Mohali","MAY, TUE 10 , 8:00 pm IST",PUNJAB KINGS WON BY 76 RUNS,"PBKS
163/8
(20 OV)","MI
87
(12.5 OV )",https://www.iplt20.com/match/2011/10231
2011,MATCH 53,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 10 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 6 WICKETS,"DEC
136/8
(20 OV)","PWI
137/4
(18.2 OV )",https://www.iplt20.com/match/2011/10230
2011,MATCH 52,"Sawai Mansingh Stadium, Jaipur","MAY, MON 9 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 63 RUNS,"RR
133
(19.3 OV)","CSK
196/3
(20 OV )",https://www.iplt20.com/match/2011/10229
2011,MATCH 51,"IS Bindra Stadium, Mohali","MAY, SUN 8 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 5 WICKETS,"PBKS
119/8
(20 OV)","PWI
120/5
(17.1 OV )",https://www.iplt20.com/match/2011/10228
2011,MATCH 50,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 8 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,"RCB
128/1
(13.1 OV)","KT
125/9
(20 OV )",https://www.iplt20.com/match/2011/10227
2011,MATCH 49,"Wankhede Stadium, Mumbai","MAY, SAT 7 , 8:00 pm IST",MUMBAI INDIANS WON BY 32 RUNS,"MI
178/4
(20 OV)","DD
146
(19.5 OV )",https://www.iplt20.com/match/2011/10226
2011,MATCH 48,"Eden Gardens, Kolkata","MAY, SAT 7 , 4:00 pm IST",KKR WON BY 10 RUNS (D/L METHOD),"KKR
61/2
(10 OV)","CSK
114/4
(20 OV )",https://www.iplt20.com/match/2011/10225
2011,MATCH 47,"M. Chinnaswamy Stadium, Bengaluru","MAY, FRI 6 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 85 RUNS,"RCB
205/6
(20 OV)","PBKS
120/9
(20 OV )",https://www.iplt20.com/match/2011/10224
2011,MATCH 46,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, THU 5 , 8:00 pm IST",DELHI DAREDEVILS WON BY 4 WICKETS,"DEC
175/5
(20 OV)","DD
179/6
(19 OV )",https://www.iplt20.com/match/2011/10223
2011,MATCH 45,"Jawaharlal Nehru Stadium, Kochi","MAY, THU 5 , 4:00 pm IST",KOCHI TUSKERS KERALA WON BY 17 RUNS,"KT
156/5
(20 OV)","KKR
139/7
(20 OV )",https://www.iplt20.com/match/2011/10222
2011,MATCH 44,"DY Patil Stadium, NAVI MUMBAI","MAY, WED 4 , 8:00 pm IST",MUMBAI INDIANS WON BY 21 RUNS,"PWI
139/7
(20 OV)","MI
160/7
(20 OV )",https://www.iplt20.com/match/2011/10221
2011,MATCH 43,"M. A. Chidambaram Stadium, Chennai","MAY, WED 4 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,"CSK
149/2
(18.4 OV)","RR
147/6
(20 OV )",https://www.iplt20.com/match/2011/10220
2011,MATCH 42,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 20 RUNS,"DEC
149/6
(20 OV)","KKR
169/4
(20 OV )",https://www.iplt20.com/match/2011/10219
2011,MATCH 41,"Arun Jaitley Stadium, Delhi","MAY, MON 2 , 8:00 pm IST",KOCHI TUSKERS KERALA WON BY 7 WICKETS,"DD
140/6
(20 OV)","KT
141/3
(15 OV )",https://www.iplt20.com/match/2011/10218
2011,MATCH 40,"Wankhede Stadium, Mumbai","MAY, MON 2 , 4:00 pm IST",MUMBAI INDIANS WON BY 23 RUNS,"MI
159/5
(20 OV)","PBKS
136/8
(20 OV )",https://www.iplt20.com/match/2011/10217
2011,MATCH 39,"M. A. Chidambaram Stadium, Chennai","MAY, SUN 1 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 19 RUNS,"CSK
165/5
(20 OV)","DEC
146/8
(20 OV )",https://www.iplt20.com/match/2011/10216
2011,MATCH 38,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 1 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"RR
144/4
(19.3 OV)","PWI
143/7
(20 OV )",https://www.iplt20.com/match/2011/10215
2011,MATCH 37,"Eden Gardens, Kolkata","APR, SAT 30 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,"KKR
120/2
(17.2 OV)","PBKS
119/6
(20 OV )",https://www.iplt20.com/match/2011/10214
2011,MATCH 36,"Jawaharlal Nehru Stadium, Kochi","APR, SAT 30 , 4:00 pm IST",DELHI DAREDEVILS WON BY 38 RUNS,"KT
119
(18.5 OV)","DD
157/7
(20 OV )",https://www.iplt20.com/match/2011/10213
2011,MATCH 35,"M. Chinnaswamy Stadium, Bengaluru","APR, FRI 29 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 26 RUNS,"RCB
181/5
(20 OV)","PWI
155/5
(20 OV )",https://www.iplt20.com/match/2011/10212
2011,MATCH 34,"Sawai Mansingh Stadium, Jaipur","APR, FRI 29 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"RR
95/3
(18.1 OV)","MI
94/8
(20 OV )",https://www.iplt20.com/match/2011/10211
2011,MATCH 33,"Arun Jaitley Stadium, Delhi","APR, THU 28 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 17 RUNS,"DD
131/9
(20 OV)","KKR
148/7
(20 OV )",https://www.iplt20.com/match/2011/10210
2011,MATCH 32,"Jawaharlal Nehru Stadium, Kochi","APR, WED 27 , 8:00 pm IST",DECCAN CHARGERS WON BY 55 RUNS,"KT
74
(16.3 OV)","DEC
129/7
(20 OV )",https://www.iplt20.com/match/2011/10209
2011,MATCH 31,"DY Patil Stadium, NAVI MUMBAI","APR, WED 27 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,"PWI
141/6
(20 OV)","CSK
145/2
(19.3 OV )",https://www.iplt20.com/match/2011/10208
2011,MATCH 30,"Arun Jaitley Stadium, Delhi","APR, TUE 26 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 3 WICKETS,"DD
160/6
(20 OV)","RCB
161/7
(19.3 OV )",https://www.iplt20.com/match/2011/10207
2011,MATCH 29,"M. A. Chidambaram Stadium, Chennai","APR, MON 25 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 25 RUNS,"CSK
142/6
(20 OV)","PWI
117/9
(20 OV )",https://www.iplt20.com/match/2011/10206
2011,MATCH 28,"Sawai Mansingh Stadium, Jaipur","APR, SUN 24 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,"RR
111/2
(14.1 OV)","KT
109
(20 OV )",https://www.iplt20.com/match/2011/10205
2011,MATCH 27,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 24 , 4:00 pm IST",MUMBAI INDIANS WON BY 37 RUNS,"DEC
135/8
(20 OV)","MI
172/4
(20 OV )",https://www.iplt20.com/match/2011/10204
2011,MATCH 26,"Arun Jaitley Stadium, Delhi","APR, SAT 23 , 8:00 pm IST",DELHI DAREDEVILS WON BY 29 RUNS,"DD
231/4
(20 OV)","PBKS
202/6
(20 OV )",https://www.iplt20.com/match/2011/10203
2011,MATCH 25,"Wankhede Stadium, Mumbai","APR, FRI 22 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 RUNS,"MI
164/4
(20 OV)","CSK
156/9
(20 OV )",https://www.iplt20.com/match/2011/10202
2011,MATCH 24,"Eden Gardens, Kolkata","APR, FRI 22 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,"KKR
171/5
(20 OV)","RCB
175/1
(18.1 OV )",https://www.iplt20.com/match/2011/10201
2011,MATCH 23,"IS Bindra Stadium, Mohali","APR, THU 21 , 8:00 pm IST",PUNJAB KINGS WON BY 48 RUNS,"PBKS
195/7
(20 OV)","RR
147/7
(20 OV )",https://www.iplt20.com/match/2011/10200
2011,MATCH 22,"Eden Gardens, Kolkata","APR, WED 20 , 8:00 pm IST",KOCHI TUSKERS KERALA WON BY 6 RUNS,"KKR
126/9
(20 OV)","KT
132/7
(20 OV )",https://www.iplt20.com/match/2011/10199
2011,MATCH 21,"Wankhede Stadium, Mumbai","APR, WED 20 , 4:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"MI
124/3
(20 OV)","PWI
118
(17.2 OV )",https://www.iplt20.com/match/2011/10198
2011,MATCH 20,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 19 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,RCB,RR,https://www.iplt20.com/match/2011/10197
2011,MATCH 19,"Arun Jaitley Stadium, Delhi","APR, TUE 19 , 4:00 pm IST",DECCAN CHARGERS WON BY 16 RUNS,"DD
152/7
(20 OV)","DEC
168/4
(20 OV )",https://www.iplt20.com/match/2011/10196
2011,MATCH 18,"Jawaharlal Nehru Stadium, Kochi","APR, MON 18 , 8:00 pm IST",KTK WON BY 7 WICKETS (D/L METHOD),"KT
135/3
(15 OV)","CSK
131/4
(17 OV )",https://www.iplt20.com/match/2011/10195
2011,MATCH 17,"Eden Gardens, Kolkata","APR, SUN 17 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,"KKR
85/2
(13.5 OV)","RR
81
(15.2 OV )",https://www.iplt20.com/match/2011/10194
2011,MATCH 16,"DY Patil Stadium, NAVI MUMBAI","APR, SUN 17 , 4:00 pm IST",DELHI DAREDEVILS WON BY 3 WICKETS,"PWI
187/5
(20 OV)","DD
190/7
(19.2 OV )",https://www.iplt20.com/match/2011/10193
2011,MATCH 15,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 16 , 8:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,"DEC
165/8
(20 OV)","PBKS
166/2
(17.4 OV )",https://www.iplt20.com/match/2011/10192
2011,MATCH 14,"M. A. Chidambaram Stadium, Chennai","APR, SAT 16 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 21 RUNS,"CSK
183/5
(20 OV)","RCB
162/7
(20 OV )",https://www.iplt20.com/match/2011/10191
